"","datetime","comp_level_ft","temperature","conductivity"
"340",2025-05-13 16:30:00,1.80026725216435,22.931,21877.3
"341",2025-05-13 16:45:00,1.81192057419325,22.957,21894.5
"342",2025-05-13 17:00:00,1.7994533825922,22.986,21927.9
"343",2025-05-13 17:15:00,1.80798356631924,23.02,21967.8
"344",2025-05-13 17:30:00,1.79650062668669,23.036,21995.1
"345",2025-05-13 17:45:00,1.79289170280218,23.026,22001.1
"346",2025-05-13 18:00:00,1.79486020673919,23.008,21982.4
"347",2025-05-13 18:15:00,1.79337748838482,22.98,21961.3
"348",2025-05-13 18:30:00,1.78467692226144,22.947,21932.7
"349",2025-05-13 18:45:00,1.7854907918336,22.9,21958.3
"350",2025-05-13 19:00:00,1.79500522752913,22.835,21881.7
"351",2025-05-13 19:15:00,1.78400807347924,22.77,21810.4
"352",2025-05-13 19:30:00,1.79762989944515,22.699,21718.8
"353",2025-05-13 19:45:00,1.79385059316428,22.625,21639.4
"354",2025-05-13 20:00:00,1.79516292912228,22.579,21574.8
"355",2025-05-13 20:15:00,1.80303694487031,22.541,21555.9
"356",2025-05-13 20:30:00,1.80697395274433,22.5,21461
"357",2025-05-13 20:45:00,1.79597679869445,22.461,21423.5
"358",2025-05-13 21:00:00,1.79646258427709,22.415,21353.4
"359",2025-05-13 21:15:00,1.79465178193325,22.37,21324
"360",2025-05-13 21:30:00,1.80547855358679,22.314,21380.4
"361",2025-05-13 21:45:00,1.81088559901195,22.248,21277.8
"362",2025-05-13 22:00:00,1.81482260688597,22.18,21290.5
"363",2025-05-13 22:15:00,1.8077624607101,22.122,21178.3
"364",2025-05-13 22:30:00,1.81432414050013,22.079,21015.6
"365",2025-05-13 22:45:00,1.81563647645814,22.029,20967.1
"366",2025-05-13 23:00:00,1.81316950613527,21.973,20906.3
"367",2025-05-13 23:15:00,1.81612226204078,21.93,20860
"368",2025-05-13 23:30:00,1.81710651400928,21.881,20792.4
"369",2025-05-13 23:45:00,1.82744750008018,21.835,20747.1
"370",2025-05-14,1.82416666018517,21.794,20699.2
"371",2025-05-14 00:15:00,1.81448184209327,21.75,20656.6
"372",2025-05-14 00:30:00,1.81809076597779,21.706,20603.6
"373",2025-05-14 00:45:00,1.8213716058728,21.661,20558.9
"374",2025-05-14 01:00:00,1.82432436177831,21.615,20497.3
"375",2025-05-14 01:15:00,1.8213716058728,21.574,20449.1
"376",2025-05-14 01:30:00,1.81677843001978,21.538,20405.4
"377",2025-05-14 01:45:00,1.82005926991479,21.508,20373.4
"378",2025-05-14 02:00:00,1.82005926991479,21.468,20327.6
"379",2025-05-14 02:15:00,1.8210435218833,21.429,20283.1
"380",2025-05-14 02:30:00,1.8207154378938,21.385,20236.1
"381",2025-05-14 02:45:00,1.81907501794629,21.345,20203.2
"382",2025-05-14 03:00:00,1.82563669773631,21.305,20158
"383",2025-05-14 03:15:00,1.82563669773631,21.268,20106.7
"384",2025-05-14 03:30:00,1.82694903369432,21.226,20060.6
"385",2025-05-14 03:45:00,1.82990178959983,21.181,20029.2
"386",2025-05-14 04:00:00,1.83187029353684,21.13,19955.1
"387",2025-05-14 04:15:00,1.83055795757883,21.074,19901.1
"388",2025-05-14 04:30:00,1.83055795757883,21.023,19840
"389",2025-05-14 04:45:00,1.82826136965232,20.969,19784.9
"390",2025-05-14 05:00:00,1.82957370561033,20.914,19734.9
"391",2025-05-14 05:15:00,1.83252646151584,20.866,19676.5
"392",2025-05-14 05:30:00,1.83449496545285,20.826,19629.6
"393",2025-05-14 05:45:00,1.83580730141085,20.779,19572.6
"394",2025-05-14 06:00:00,1.83711963736886,20.734,19536.4
"395",2025-05-14 06:15:00,1.83908814130587,20.692,19478.8
